"navigate Diaspora
Diaspora make",1
,
"log
out
sign
in",1
,
"delete
post",1
,
"delete
post",1
,
"log
out
sign
in",1
,
"accept
fill
in",1
,
"send
give",1
,
"send
give",1
,
"sign
in
sign",1
,
"send
give",1
,
"log
out
sign
in",1
,
"log
out
sign
in",1
,
"log
out
sign
in",1
,
"go
put",1
,
"activate
deactivate",1
,
"activate
deactivate",1
,
"activate
deactivate",1
,
"PostingTo
notpostingthingshere",1
,
"delete
edit",1
,
"edit
rename",0
